source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Mynoise.net'}",Dr. Ir. Stéphane Pigeon,What a Hacker Stole from Me,"Behind the scenes of myNoise. Personal notes from the Stéphane, the creator of myNoise.",https://mynoise.net/blog.php,https://mynoise.net/Pix/FBdefault.jpg?2,2025-07-05T22:32:28Z,"July 4, 2025 • 
Ive always dreamed of offering a small slice of utopia on the Internet; a place I would love to visit myself. You all know by now, myNoise is my attempt to build something positive, … [+214356 chars]"
"{'id': None, 'name': 'Iasexamportal.com'}",trainee5,Gist of The Hindu : FEBRUARY-2025,Gist of The Hindu: FEBRUARY-2025,https://iasexamportal.com/the-gist/the-hindu-february-2025,,2025-07-05T14:32:37Z,"Gist of The Hindu: FEBRUARY-2025
The Hindu Current Affairs Week-1  (Free Available)
The Hindu Current Affairs Week-2  (Only For The Subscribed Members)
The Hindu Current Affairs Week-3  (Only For … [+23660 chars]"
"{'id': None, 'name': 'The Star Online'}",The Star Online,"M'sia to prioritise neutrality, strategic hedging at Asean Foreign Ministers' Meeting","KUALA LUMPUR: The 58th Asean Foreign Ministers' Meeting (AMM) and related meetings are set to convene here next week, with maritime disputes, economic headwinds including impending US tariffs, and shifting global dynamics expected to dominate the agenda. Read…",https://www.thestar.com.my/news/nation/2025/07/05/m039sia-to-prioritise-neutrality-strategic-hedging-at-asean-foreign-ministers039-meeting,https://apicms.thestar.com.my/uploads/images/2025/07/05/3402022.jpeg,2025-07-05T12:28:00Z,"KUALA LUMPUR: The 58th Asean Foreign Ministers' Meeting (AMM) and related meetings are set to convene here next week, with maritime disputes, economic headwinds including impending US tariffs, and sh… [+5461 chars]"
"{'id': None, 'name': 'Globalresearch.ca'}",Prof. Saied Reza Ameli,Urgent Appeal for Action Regarding Israeli Regime’s Unlawful Military Aggression Against Iran,"The undersigned submits this formal protest regarding the Israeli regime’s sustained unlawful aggressions against Iran since 13 June 2025, constituting severe breaches of international law under the UN Charter.
The post Urgent Appeal for Action Regarding Isra…",https://www.globalresearch.ca/appeal-action-israeli-unlawful-military-aggression-iran/5893911,https://www.globalresearch.ca/wp-content/uploads/2025/06/israeli-attack-iran-2025-1.jpeg,2025-07-04T14:21:19Z,"To: His Excellency Mr. António Guterres, Secretary-General of the United Nations
Her Excellency Ms. Audrey Azoulay, Director-General of UNESCO
.
Your Excellencies,
The undersigned submits this fo… [+25307 chars]"
"{'id': None, 'name': 'BBC News'}",,Minister tells Turing AI institute to focus on defence,Peter Kyle says the Alan Turing Institute should prioritise boosting the UK's AI capabilities.,https://www.bbc.com/news/articles/cy7nppe5gkgo,https://ichef.bbci.co.uk/news/1024/branded_news/0c1d/live/5b5ba990-58c9-11f0-845c-d92b8e37d4ae.jpg,2025-07-04T12:05:25Z,"Joshua Nevett
Zoe Kleinman
Science and Technology Secretary Peter Kyle has written to the UK's national institute for artificial intelligence (AI) to tell its bosses to refocus on defence and secur… [+4856 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",,The Irish Times view on Ireland’s rising population: a landmark moment,"For the first time since the Famine, the population of the island exceeds seven million",https://www.irishtimes.com/opinion/editorials/2025/07/03/the-irish-times-view-on-irelands-rising-population-a-landmark-moment/,https://www.irishtimes.com/resizer/v2/7JIJBMISS5FZBHMDMIQ6DOJBGE.jpg?smart=true&auth=2397825955e4e9db45ca7d5cf1359e123d48b832b727e04d902295877af75f8c&width=1200&height=630,2025-07-03T19:30:00Z,"The island of Ireland, marked by exodus and population decline for most of the last 200 years, now finds itself in an era of demographic renewal. For the first time since the Famine, the population o… [+2567 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",AstuteAnalytica India Pvt. Ltd.,Satellite Data Services Market Set to Surpass Valuation of US$ 67.02 Billion By 2033 | Astute Analytica,"Satellite data services market is rapidly evolving, driven by breakthroughs like satellite-to-cell connectivity and AI-powered analytics. Proliferated LEO constellations and in-space manufacturing are expanding real-time applications across industries. Enviro…",https://www.globenewswire.com/news-release/2025/07/03/3109999/0/en/Satellite-Data-Services-Market-Set-to-Surpass-Valuation-of-US-67-02-Billion-By-2033-Astute-Analytica.html,https://ml.globenewswire.com/Resource/Download/a77988df-ad1a-4619-9a4e-367c858dc70e,2025-07-03T16:30:00Z,"Chicago, July 03, 2025 (GLOBE NEWSWIRE) -- The global satellite data services market was valued at US$ 11.98 billion in 2024 and is expected to reach US$ 67.02 billion by 2033, growing at a CAGR of 2… [+19959 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Amalya Dubrovsky,"Stock market today: S&P 500, Nasdaq climb to fresh records after better-than-expected jobs report",Investors are looking to the June jobs report to help set expectations for the pace of interest-rate cuts.,https://finance.yahoo.com/news/live/stock-market-today-sp-500-nasdaq-climb-set-for-fresh-records-after-jobs-report-beat-153141754.html,https://s.yimg.com/ny/api/res/1.2/e1nnS9WeJ5CO6_j5NFigbg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/6e4bb930-5772-11f0-8cdf-4295e8d0afeb,2025-07-03T15:31:41Z,"US stocks popped and aimed for more records on Thursday as investors digested a stronger-than-expected June jobs report that dampened hopes for a Federal Reserve interest-rate cut soon.
The S&amp;P … [+12524 chars]"
"{'id': None, 'name': 'FX Empire'}",Eiko Sievert,Meeting NATO’s Higher Defence Spending Target Will Weigh On EU Credit Profiles,"Achieving NATO’s higher defence spending target of 3.5% of GDP will increase budget deficits and public debt across the EU unless governments consider a mix of spending cuts, tax hikes, and joint defence funding.",https://www.fxempire.com/news/article/meeting-natos-higher-defence-spending-target-will-weigh-on-eu-credit-profiles-1530929,https://responsive.fxempire.com/v7/_fxempire_/2025/07/Euro-101010.jpg?func=cover&q=70&width=700,2025-07-03T15:12:54Z,"Categories defined by currently-assigned Scope sovereign ratings. Source: IMF, Scope Ratings forecasts.
Importantly, Scope Ratings government debt forecasts are based on varying rates of increase in… [+3580 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",EPSO-G UAB,"Updated national expectations for EPSO-G: priorities – green energy transition, interconnections, increasing resilience and security, and system flexibility","EPSO-G (legal entity code 302826889, registered address Laisvės pr. 10, Vilnius, Lithuania)  Following the approval of the updated letter of...",https://www.globenewswire.com/news-release/2025/07/03/3109866/0/en/Updated-national-expectations-for-EPSO-G-priorities-green-energy-transition-interconnections-increasing-resilience-and-security-and-system-flexibility.html,https://ml-eu.globenewswire.com/Resource/Download/7fbfb913-3d92-4c92-a225-f9046db96f80,2025-07-03T13:10:00Z,"EPSO-G (legal entity code 302826889, registered address Laisvs pr. 10, Vilnius, Lithuania)
Following the approval of the updated letter of expectations by the Ministry of Energy, the new EPSO-G ener… [+5765 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Amalya Dubrovsky,"Stock market today: Dow, S&P 500, Nasdaq edge higher after better-than-expected jobs report",Investors are looking to the June jobs report to help set expectations for the pace of interest-rate cuts.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-climb-after-better-than-expected-jobs-report-123750403.html,https://s.yimg.com/ny/api/res/1.2/e1nnS9WeJ5CO6_j5NFigbg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/6e4bb930-5772-11f0-8cdf-4295e8d0afeb,2025-07-03T12:37:50Z,"US stocks popped on Thursday as investors digested a stronger-than-expected June jobs report that dampened hopes for a Federal Reserve interest-rate cut coming soon.
The S&amp;P 500 (^GSPC) moved up… [+7874 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Amalya Dubrovsky,"Stock market today: Dow, S&P 500, Nasdaq futures edge higher after better-than-expected jobs report",Investors are looking to the June jobs report to help set expectations for the pace of interest-rate cuts.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-edge-higher-after-better-than-expected-jobs-report-123750848.html,https://s.yimg.com/ny/api/res/1.2/e1nnS9WeJ5CO6_j5NFigbg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/6e4bb930-5772-11f0-8cdf-4295e8d0afeb,2025-07-03T12:37:50Z,"US stock futures ticked up on Thursday as investors digested a stronger-than-expected June jobs report that could put to the test expectations for the pace of interest-rate cuts.
S&amp;P 500 futures… [+7222 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,Land Based Defense Equipment Market Outlook 2025-2034 | AI and Modular Systems Drive Next-Gen Land Warfare Capabilities in Defense,"The Land Based Defense Equipment Market is projected to jump from USD 63.6 billion in 2025 to USD 134.1 billion by 2034, growing at a CAGR of 8.7%. Driven by geopolitical tensions, the market includes armored vehicles, artillery, and AI integration, crucial f…",https://www.globenewswire.com/news-release/2025/07/03/3109736/28124/en/Land-Based-Defense-Equipment-Market-Outlook-2025-2034-AI-and-Modular-Systems-Drive-Next-Gen-Land-Warfare-Capabilities-in-Defense.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2025-07-03T08:36:00Z,"Dublin, July 03, 2025 (GLOBE NEWSWIRE) -- The ""Land Based Defense Equipment Market Outlook 2025-2034"" report has been added to ResearchAndMarkets.com's offering.
Land Based Defense Equipment Market … [+8977 chars]"
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,Sweden and Estonia join forces to bolster Ukraine's cyber defences,"The Swedish International Development Cooperation Agency (Sida) is committing €12.2 million to boost Ukraine's civilian cyber resilience within the framework of the Tallinn Mechanism, with activities being implemented by the Estonian Centre for International …",https://www.globalsecurity.org/wmd/library/news/ukraine/2025/07/ukraine-250702-estonia-mfa01.htm,,2025-07-03T06:13:41Z,"Republic of Estonia - Ministry of Foreign Affairs
02.07.2025 | 13:50
The Swedish International Development Cooperation Agency (Sida) is committing â¬12.2 million to boost Ukraine's civilian cyber … [+4350 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",Business Wire,Curve Pay and Thales Join Forces to Securely Transform Digital Wallets on iPhone,"This collaboration between Curve and Thales provides iOS users with greater control, flexibility, autonomy and digital-security for in-store contactless payments and digital wallets MEUDON, France — Curve, the ultimate digital wallet, today announced deepenin…",https://financialpost.com/pmn/business-wire-news-releases-pmn/curve-pay-and-thales-join-forces-to-securely-transform-digital-wallets-on-iphone,,2025-07-03T06:10:23Z,"This collaboration between Curve and Thales provides iOS users with greater control, flexibility, autonomy and digital-security for in-store contactless payments and digital wallets
THIS CONTENT IS … [+6175 chars]"
"{'id': None, 'name': 'Thechronicle.com.gh'}",admin,Leverkusen sign Quansah from Liverpool for £35m,Bayer Leverkusen have signed defender Jarell Quansah from Liverpool in a £35m deal. The 22-year-old centre-back has joined the German Bundesliga club on a five-year contract. Quansah was part of the England side that won the European Under-21 Championship by …,https://thechronicle.com.gh/leverkusen-sign-quansah-from-liverpool-for-35m/,https://thechronicle.com.gh/wp-content/uploads/2025/07/Jarell-Quansah.jpg,2025-07-03T02:03:17Z,"Bayer Leverkusen have signed defender Jarell Quansah from Liverpool in a £35m deal.
The 22-year-old centre-back has joined the German Bundesliga club on a five-year contract.
Quansah was part of th… [+1366 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Amalya Dubrovsky,"Stock market today: Dow, S&P 500, Nasdaq futures hit pause as Wall Street braces for June jobs report",Investors are looking to the June jobs report to help set expectations for the pace of interest-rate cuts.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-hit-pause-as-wall-street-braces-for-june-jobs-report-230626187.html,https://s.yimg.com/ny/api/res/1.2/e1nnS9WeJ5CO6_j5NFigbg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-07/6e4bb930-5772-11f0-8cdf-4295e8d0afeb,2025-07-02T23:06:26Z,"US stock futures took a breather on Thursday as investors counted down to the release of the June jobs report to test expectations for the pace of interest-rate cuts.
S&amp;P 500 futures (ES=F) trad… [+6127 chars]"
"{'id': None, 'name': 'ComputerWeekly.com'}",Julian David,"Technology’s true test - serving people, society, economy, and the planet","The TechUK President's Awards reflect the ambitions that everyone in technology should be striving for - to improve, not simply transform, the world in which we live",https://www.computerweekly.com/opinion/Technologys-true-test-serving-people-society-economy-and-the-planet,https://www.computerweekly.com/visuals/ComputerWeekly/Hero Images/leader-people-group-2-Photocreo-Bednarek-adobe.jpg,2025-07-02T10:45:00Z,"When we talk about technology, we tend to default to speed, power, and scale. Faster processors. Bigger data. Smarter algorithms. But in a world facing complex and connecting challenges - from strain… [+5767 chars]"
"{'id': None, 'name': 'EURACTIV'}",laurine.augere,Standards support a competitive Europe: CEN and CENELEC welcome the Danish Presidency of the EU Council,"Sharing ambitions for a green, secure and competitive Single Market, CEN, CENELEC and their Danish Member, Danish Standards, welcome the beginning of Denmark’s Presidency of the Council of the European Union. We look forward to working closely together in the…",http://pr.euractiv.com/node/270445,http://pr.euractiv.com/files/logo_pr.gif,2025-07-02T10:07:56Z,"Sharing ambitions for a green, secure and competitive Single Market, CEN, CENELEC and their Danish Member, Danish Standards, welcome the beginning of Denmark’s Presidency of the Council of the Europe… [+5617 chars]"
"{'id': None, 'name': 'EURACTIV'}",Eddy Wax,Merz vs Tusk vs Weber,"In today’s edition of The Capitals, read about the Merz-Tusk-Weber triangle, the Commission's 2040 climate target, Macron and Putin speaking, and Ursula von der Leyen’s private jet.",https://www.euractiv.com/section/politics/news/the-capitals-merz-vs-tusk-vs-weber/,https://www.euractiv.com/wp-content/uploads/sites/2/2025/07/New.png,2025-07-02T05:48:07Z,"Welcome to the Capitals by Eddy Wax, with Nicoletta Ionta, in Brussels. We welcome feedback and tips here. You can sign up here.
Donald Trump posted overnight that Israel has agreed to the necessary… [+13110 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Banikinkar Pattanayak,FM Nirmala Sitharaman asks multilateral bodies to ensure funds are used for intended purpose,"Nirmala Sitharaman advocates for MDB lending aligned with development goals. She spoke at the 4th International Conference on Financing for Development in Sevilla, Spain. India supports reforms to the international financial architecture. India questions freq…",https://economictimes.indiatimes.com/industry/banking/finance/banking/fm-nirmala-sitharaman-asks-multilateral-bodies-to-ensure-funds-are-used-for-intended-purpose/articleshow/122185795.cms,"https://img.etimg.com/thumb/msid-122185757,width-1200,height-630,imgsize-29542,overlay-economictimes/articleshow.jpg",2025-07-01T13:26:26Z,Finance minister Nirmala Sitharaman on Tuesday said lending by multilateral development banks (MDBs) must be aligned with long-term development goals and supported by robust monitoring frameworks to … [+4122 chars]
"{'id': None, 'name': 'Globalsecurity.org'}",John Pike,Defense chief sees stronger ties with Lithuania,Department of National Defense (DND) Secretary Gilberto Teodoro Jr. on Monday sees the Philippines having stronger defense ties with Lithuania.,https://www.globalsecurity.org/military/library/news/2025/06/mil-250630-pna02.htm,,2025-07-01T06:47:06Z,"Philippine News Agency
By Priam NepomucenoJune 30, 2025, 2:41 pm
MANILA -- Department of National Defense (DND) Secretary Gilberto Teodoro Jr. on Monday sees the Philippines having stronger defense… [+2278 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Akash Podishetti,Ellenbarrie Industrial Gases set for listing today. GMP hints at robust debut,"Ellenbarrie Industrial Gases is set to debut on the BSE and NSE with a promising premium, fueled by strong IPO subscription and grey market sentiment. The IPO, oversubscribed 22.19 times, saw significant interest from QIBs and NIIs. EIGL intends to utilize th…",https://economictimes.indiatimes.com/markets/stocks/news/ellenbarrie-industrial-gases-set-for-listing-today-gmp-hints-at-robust-debut/articleshow/122171345.cms,"https://img.etimg.com/thumb/msid-122171336,width-1200,height-630,imgsize-6306,overlay-etmarkets/articleshow.jpg",2025-07-01T02:26:29Z,Kolkata-based industrial gas supplier Ellenbarrie Industrial Gases is set to list on the BSE and NSE on Tuesday after receiving a stellar response to its Rs 853 crore IPO. The IPO is expected to debu… [+2148 chars]
"{'id': None, 'name': 'Danmcquillan.org'}",Dan McQuillan,The role of the University is to resist AI,Comments,https://www.danmcquillan.org/cpct_seminar.html,,2025-06-30T16:27:56Z,"Sun 22 June 2025
This is the text of a seminar given at the Goldsmiths Centre for Philosophy and Critical Thought on June 11th 2025
I would like to thank 
the Centre for Philosophy and Critical Th… [+19785 chars]"
"{'id': None, 'name': 'Plos.org'}","Mohammad Matinfar, Behrooz Heidari, AbdolMajid Valipour, Tahereh Rahdari, Sorour Ramezanpour, Mahvash Hadavi, S. Mohsen Asghari","Superior growth performance in carp fry achieved with chitosan-alginate encapsulated A-ghrelin versus free peptide: Evidence from physiological, molecular, and morphological analyses","This study investigates the potential of delivering ghrelin via chitosan-alginate (Cs-Al) nanocapsules to enhance growth performance, immune function, and stress biomarker parameters in common carp fry (Cyprinus carpio). Characterization of the nanoparticles …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327235,https://journals.plos.org/plosone/article/figure/image?id=10.1371/journal.pone.0327235.g017&size=inline,2025-06-30T14:00:00Z,"Abstract
This study investigates the potential of delivering ghrelin via chitosan-alginate (Cs-Al) nanocapsules to enhance growth performance, immune function, and stress biomarker parameters in com… [+44523 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,Military & Defense Ground Support Equipment (GSE) Industry Report 2025-2030: Modernization of Military Airbases Strengthens Business Case for Next-Gen GSE Solutions,"Key growth drivers include military modernization and the need for efficient operations. The report covers segments by power type and aircraft, and provides insights into key regions including the U.S. and China, and 34 major market players. Key growth driver…",https://www.globenewswire.com/news-release/2025/06/30/3107259/28124/en/Military-Defense-Ground-Support-Equipment-GSE-Industry-Report-2025-2030-Modernization-of-Military-Airbases-Strengthens-Business-Case-for-Next-Gen-GSE-Solutions.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2025-06-30T08:40:00Z,"Dublin, June 30, 2025 (GLOBE NEWSWIRE) -- The ""Military &amp; Defense Ground Support Equipment - Global Strategic Business Report"" has been added to ResearchAndMarkets.com's offering.
The global mar… [+7808 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",Business Wire,"Thales 2025 Global Cloud Security Study Reveals Organizations Struggle to Secure Expanding, AI-Driven Cloud Environments","52% report AI security spending is displacing traditional security budgets 55% report cloud environments are more complex to secure than on-premises infrastructure Enterprises now use an average of 85 SaaS applications, contributing to security tool sprawl ME…",https://financialpost.com/pmn/business-wire-news-releases-pmn/thales-2025-global-cloud-security-study-reveals-organizations-struggle-to-secure-expanding-ai-driven-cloud-environments,,2025-06-30T07:05:21Z,<ul><li>52% report AI security spending is displacing traditional security budgets</li><li>55% report cloud environments are more complex to secure than on-premises infrastructure</li><li>Enterprises… [+7908 chars]
"{'id': None, 'name': 'BusinessLine'}",HD  Kumaraswamy,Steel as the backbone of a rising India,A revitalised steel sector is shaping India’s biggest infrastructure revolution,https://www.thehindubusinessline.com/opinion/steel-as-the-backbone-of-a-rising-india/article69752737.ece,https://bl-i.thgim.com/public/incoming/5631zf/article69752745.ece/alternates/LANDSCAPE_1200/IMG_India-tightens-_GIKE_2_1_DGE835MM.jpg,2025-06-30T01:30:00Z,"A new Bharat is rising and at the very foundation of this rise stands steel.
Whether it is highways or homes, renewable energy parks or high-speed rail corridors, smart cities or defence manufacturi… [+5607 chars]"
"{'id': None, 'name': 'Fair Observer'}",James M. Dorsey,High Risk of More Conflict as Iran-Israel Ceasefire Could Collapse,"Don’t hold your breath. President Donald J. Trump’s silencing of Iranian and Israeli guns is fragile at best. Speaking at a news conference on the sidelines of a NATO summit, Trump admitted as much. “Can it start again? I guess it can, maybe someday soon,” Tr…",https://www.fairobserver.com/politics/high-risk-of-more-conflict-as-iran-israel-ceasefire-could-collapse/,https://www.fairobserver.com/wp-content/uploads/2025/06/Iran-Israel-Ceasefire.jpg,2025-06-29T16:29:02Z,"Dont hold your breath. President Donald J. Trumps silencing of Iranian and Israeli guns is fragile at best. Speaking at a news conference on the sidelines of a NATO summit, Trump admitted as much. Ca… [+8748 chars]"
"{'id': None, 'name': 'BusinessLine'}",,Editorial. On the move,"MSMEs deserve support for innovations in defence, space",https://www.thehindubusinessline.com/opinion/editorial/on-the-move/article69752089.ece,https://bl-i.thgim.com/public/incoming/35zz4k/article69752481.ece/alternates/LANDSCAPE_1200/kovai13_27.jpg,2025-06-29T16:24:55Z,"Indias success in Operation Sindoor showcased the critical role played by medium and small entities in powering drones, surveillance systems, loitering ammunitions, air defence infrastructure and oth… [+2817 chars]"
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Nas Campanella and Evan Young,Report pitches blueprint to 'save' NDIS as disability reforms stall,"A new report has recommended four policy changes to ""save"" the NDIS, as negotiations between federal and state governments stall over a funding deal for a new tier of services to be set up outside the scheme.",https://www.abc.net.au/news/2025-06-29/grattan-institute-ndis-report-foundational-supports-reform/105440946,https://live-production.wcms.abc-cdn.net.au/4ccd2918910b1d66ec5c5df96d4b3f55?impolicy=wcms_watermark_news&cropH=720&cropW=1280&xPos=0&yPos=89&width=862&height=485&imformat=generic,2025-06-29T11:03:16Z,"A new report has recommended four policy changes to ""save"" the National Disability Insurance Scheme (NDIS), as federal and state governments continue to negotiate a funding deal for a new tier of ser… [+6096 chars]"
