source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Freethoughtblogs.com'}",Marcus Ranum,Lots of F-35 News Lately!,"I know you’re as fascinated as I am – admit it. It’s like every horrible project we’ve all ever been involved with, rolled up in one, and with the entire budget of several countries at stake. Unfortunately with vast amounts of money at stake, there are also p…",https://freethoughtblogs.com/stderr/2025/07/06/lots-of-f-35-news-lately/,https://freethoughtblogs.com/stderr/wp-content/themes/ftb2-theme/images/logo.gif,2025-07-07T03:47:57Z,"I know you’re as fascinated as I am – admit it. It’s like every horrible project we’ve all ever been involved with, rolled up in one, and with the entire budget of several countries at stake.
Unfort… [+11061 chars]"
"{'id': 'rt', 'name': 'RT'}","RT en Español
 , RT en Español",'Problema F-35': Europa teme que Trump 'apague el interruptor' de tecnología militar,Los países del Viejo Continente no tienen alternativas de calidad a los equipos fabricados en la potencia norteamericana.,https://actualidad.rt.com/actualidad/556861-problema-f-35-europa-atemorizada-interruptor-trump,https://mf.b37mrtl.ru/actualidad/public_images/2025.07/article/686b1f26e9ff7110ed7ecba5.jpg,2025-07-07T02:06:10Z,"Entre algunos funcionarios europeos crece el temor a que la Administración del presidente de EE.UU., Donald Trump, pueda algún día 'apagar el interruptor' que da acceso a sus tecnologías militares y … [+3135 chars]"
"{'id': None, 'name': 'New Atlas'}",David Szondy,Lockheed Martin offers to rescue Mars mission from budget death,"NASA""s beleaguered Mars Sample Return mission may get a reprieve from an unexpected source. Lockheed Martin has proposed a streamlined, lower-cost alternative that could slash the mission’s price tag by more than half.Continue ReadingCategory: Space, ScienceT…",https://newatlas.com/space/lockheed-martin-offers-to-rescue-mars-mission/,https://assets.newatlas.com/dims4/default/f114937/2147483647/strip/true/crop/2524x1325+274+0/resize/1200x630!/quality/90/?url=https%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F77%2F91%2F4c15273946bd99f0a88b0f80406e%2Fmars-sample-return-mav.jpg&na.image_optimisation=0,2025-07-07T02:03:00Z,"NASA""s beleaguered Mars Sample Return mission may get a reprieve from an unexpected source. Lockheed Martin has proposed a streamlined, lower-cost alternative that could slash the missions price tag … [+4400 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",風傳媒綜合報導,美陰謀論議員提案禁氣候改造　科學家酸：如同讓她去駕駛波音737一樣荒謬,美國喬治亞州共和黨籍聯邦眾議員瑪喬麗．泰勒．格林（Marjorie Taylor Greene）近日宣布，將提出一項全新法案，計畫將旨在影響氣候或天氣的「氣候改造」行為正式列為聯邦重罪。此舉引發科學界猛烈批評，指其內容脫離現實，與陰謀論過於接近。 格林於7月6日透過社群平台X發文指出，她將提出一項聯邦法案，全面禁止任何人為了改變氣溫、天氣型態或陽光強度，......,https://tw.news.yahoo.com/%E7%BE%8E%E9%99%B0%E8%AC%80%E8%AB%96%E8%AD%B0%E5%93%A1%E6%8F%90%E6%A1%88%E7%A6%81%E6%B0%A3%E5%80%99%E6%94%B9%E9%80%A0-%E7%A7%91%E5%AD%B8%E5%AE%B6%E9%85%B8-%E5%A6%82%E5%90%8C%E8%AE%93%E5%A5%B9%E5%8E%BB%E9%A7%95%E9%A7%9B%E6%B3%A2%E9%9F%B3737-%E6%A8%A3%E8%8D%92%E8%AC%AC-080904450.html,https://media.zenfs.com/zh-tw/stormmediagroup.com/941f8399093db634705f475efc2a7897,2025-07-07T00:09:04Z,"[Newtalk] F-35 Defense News2026 F-35A 45 F-35 24 AFAMIAS Doug Birkey F-35 F-35 Lockheed Martin 1,900 F-35 50 : / F-35
 39"
"{'id': None, 'name': 'Expansion.com'}",Julián Pérez Solana,"Invertir en Defensa, sí, pero en EEUU","EEUU invierte en I+D militar 10 veces más que la UE y Reino Unido juntos, por lo que es inevitable que los próximos años Europa dependa de la tecnología americana. Por eso no se justifica que las empresas europeas coticen a múltiplos más altos que las america…",https://www.expansion.com/mercados/2025/07/06/686acda2468aeb00068b459f.html,https://phantom-expansion.uecdn.es/98e9f3f356c77f64e10e2528730faa09/crop/18x79/1173x849/f/webp/assets/multimedia/imagenes/2025/07/06/17518304497885.jpg,2025-07-06T21:56:14Z,"EEUU invierte en I+D militar 10 veces más que la UE y Reino Unido juntos, por lo que es inevitable que los próximos años Europa dependa de la tecnología americana. Por eso no se justifica que las emp… [+8402 chars]"
"{'id': None, 'name': 'Hotnews.ro'}",Viorela Marin,"Elveția se gândește să cumpere mai puține avioane F-35, după ce americanii au cerut mai mulți bani","Elveția ar putea achiziționa mai puține avioane de luptă americane F-35 în cazul în care costul suplimentar cerut de SUA va depăși bugetul maxim fixat, a declarat duminică ministrul elvețian al apărării, potrivit France Presse…",http://hotnews.ro/elvetia-se-gandeste-sa-cumpere-mai-putine-avioane-f-35-dupa-ce-americanii-au-cerut-mai-multi-bani-2018442,https://hotnews.ro/wp-content/uploads/2024/11/profimedia-0924009331.jpg,2025-07-06T17:48:07Z,"Elveia ar putea achiziiona mai puine avioane de lupt americane F-35 în cazul în care costul suplimentar cerut de SUA va depi bugetul maxim fixat, a declarat duminic ministrul elveian al aprrii, potri… [+2447 chars]"
"{'id': None, 'name': 'Mail.ru'}",Елена Прохорова,Германист: кто финансирует конфликт на Украине,"Политолог и германист Евгения Пименова - о том, действительно ли компания BlackRock управляет мировыми процессами.",https://vfokuse.mail.ru/article/tenevye-igroki-kto-tolkaet-mir-k-voyne-66837475/,https://resizer.mail.ru/p/90ea9528-5000-5fb2-9ea0-511dd2205c3b/AQAGjbfuGSRCMU3EO35kPRLUyUzkGM6MGNnrjFC9E25ku000eERjGW5FecRI9HrJrOXbH6SRjzFKah20tcatGPViM8g.jpg,2025-07-06T17:02:31Z,",      2030 ,      —  ,       .   ,   .      — BlackRock.
BlackRock   .     First Boston.  1986- . - ,     ,  $100 .   ,   . ,       .     Blackstone, ,    Blackstone.  1988 ,   ,  1994-, BlackRock … [+776 chars]"
"{'id': None, 'name': 'The National Interest '}",Maya Carlin,America’s SR-71 Blackbird Is Faster Than Any 5th-Generation Fighter,"The SR-71 Blackbird’s earned world record for speed has never been topped by a successor.
The post America’s SR-71 Blackbird Is Faster Than Any 5th-Generation Fighter appeared first on The National Interest.",https://nationalinterest.org/blog/buzz/americas-sr-71-blackbird-is-faster-than-any-5th-generation-fighter-mc,https://nationalinterest.org/wp-content/uploads/2025/07/sr-71-blackbird-ss-scaled-e1751729073567.jpg,2025-07-06T17:00:00Z,"The fastest jet to ever fly the skies is surprisingly not a fifth-generation platform designed in the last decade. In fact, the world-record-breaking aircraft that holds this title is a Cold War-era … [+3191 chars]"
"{'id': None, 'name': 'Mondoweiss'}",Jonathan Ofir,New UN report reveals the companies getting rich off Israeli occupation and genocide,A new report from UN Special Rapporteur Francesca Albanese uncovers the economic interests benefiting from Israel's genocide in Gaza.,https://mondoweiss.net/2025/07/new-un-report-reveals-the-companies-getting-rich-off-israeli-occupation-and-genocide/,https://mondoweiss.net/wp-content/uploads/2025/07/200525_Gaza_APA_ZU_1_004-scaled.jpg,2025-07-06T14:00:00Z,"The UN Special Rapporteur on the situation of human rights in the Palestinian territories occupied since 1967, Francesca Albanese, issued a seminal report on June 30, titled From economy of occupatio… [+22892 chars]"
"{'id': None, 'name': 'Defenseindustrydaily.com'}",Emily Erhold,FN America To Deliver M240Ls To US Army | Finland Withdraws From Anti-Personal Mines Ban | Japan Gets Remus 300s,"Americas Lockheed Martin won a $28.6 million cost-plus-incentive-fee and cost-plus-fixed-fee modification for the extension of integrated logistics support, combat system engineering, and ship integration and test, and in-country integrated test team supports…",https://www.defenseindustrydaily.com/fn-americas-to-deliver-m240ls-to-us-army-finland-withdraws-from-anti-personal-mines-ban-japan-gets-remus-300s-0243140/,,2025-07-06T11:05:10Z,"Americas
Lockheed Martin won a $28.6 million cost-plus-incentive-fee and cost-plus-fixed-fee modification for the extension of integrated logistics support, combat system engineering, and ship integ… [+1882 chars]"
"{'id': None, 'name': 'La Tribune.fr'}",La Tribune,F-35 : la Suisse menace de réduire sa commande face aux surcoûts américains,"Le gouvernement suisse conteste les surcoûts exigés par Washington sur la commande de 36 avions de chasse F-35. Si la facture dépasse le budget voté, Berne pourrait acheter moins d'appareils.",https://www.latribune.fr/entreprises-finance/industrie/aeronautique-defense/f-35-la-suisse-menace-de-reduire-sa-commande-face-aux-surcouts-americains-1029128.html,https://pictures.latribune.fr/cdn-cgi/image//908/2012908.jpg?twic=v1/cover=1200x675,2025-07-06T09:47:00Z,"La Suisse pensait avoir verrouillé les conditions. En 2022, elle s'était engagée à acquérir 36 avions de combat F-35 auprès de l'américain Lockheed Martin pour un montant de 6,035 milliards de francs… [+1687 chars]"
"{'id': None, 'name': 'Vz.ru'}",,NYT: Европа удвоит расходы на военную промышленность,"Европейские правительства рассчитывают, что рост вложений в оборону даст импульс собственному ВПК, несмотря на доминирование американских компаний, пишет The New York Times. Европейские государства практически удвоят расходы на военные инвестиции за ближайшее…",https://vz.ru/news/2025/7/6/1343433.html,https://img.vz.ru/upimg/soc/soc_1343433.png,2025-07-06T09:29:22Z,"« 5 , « », . , - », . 
 , . 5% , . 
«, , , . - , », . 
« , . , , 12- , , , », . 
, THAAD. « , . . », . 
 , . « : , . , . », . 
« , 3 . , - , , , . , », . 
 , . , 500 1,2 . . , . 
 . « SAMP-T … [+327 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Sinéad Baker,NATO is pouring new spending into much-needed air defenses. Money alone won't fix the West's problems.,NATO promised to use members' soaring defense budgets for a fivefold increase in air defenses. But there are problems beyond spending to fix.,https://www.businessinsider.com/nato-promise-air-defense-spending-money-alone-wont-solve-issue-2025-7,https://i.insider.com/6867aadb3d5881a51c1cb9de?width=1200&format=jpeg,2025-07-06T09:23:02Z,"The West needs more systems like the Patriot air defense missile system.Jens Büttner/Pool/Getty Images
<ul><li>NATO has pledged to majorly increase the alliance's air defenses</li><li>It's an area t… [+7131 chars]"
"{'id': None, 'name': 'Space Daily'}",,Erdogan confident Turkey to be readmitted to US F-35 programme in stages,"Istanbul (AFP) July 5, 2025

 President Recep Tayyip Erdogan has expressed confidence Turkey would be readmitted to the US F-35 programme and receive the stealth fighter jets in line with ""an agreement"" with US President Donald Trump. 

Washington booted Turk…",https://www.spacedaily.com/reports/Erdogan_confident_Turkey_to_be_readmitted_to_US_F-35_programme_in_stages_999.html,https://www.spxdaily.com/images-hg/f-35-f35-lightning-ii-2-marker-hg.jpg,2025-07-06T08:38:46Z,"Erdogan confident Turkey to be readmitted to US F-35 programme in stagesby AFP Staff WritersIstanbul (AFP) July 5, 2025
President Recep Tayyip Erdogan has expressed confidence Turkey would be readmi… [+3889 chars]"
"{'id': None, 'name': 'Tass.ru'}",,Эксперт Степанов: глава сил НАТО в Европе консолидирует ВВС альянса против РФ,"Американские военно-воздушные силы перехватывают совокупный потенциал европейских стран для планирования наступательных операций на российском направлении, считает военный специалист",https://tass.ru/politika/24441247,https://cdn-storage-media.tass.ru/thumb/ru/politika/24441247?u=2025-07-06T04:04:11.366203,2025-07-06T04:04:11Z,", 6 . //. - , () , - () . , .
"" - "", - .
 , - , - . , Lockheed Martin F-35 . , , B-61 13- .
 , B-2 Spirit, . , , , . , , (Prompt Global Strike). , , Replicator , - .
 , , , , , () , . , - . , , ,… [+41 chars]"
"{'id': None, 'name': 'Freerepublic.com'}",AInvest,Patriot Missiles and Geopolitical Tensions: A Boom for Defense Firms?,"The war in Ukraine has thrust advanced air defense systems like the Patriot missile into the spotlight, creating a unique confluence of geopolitical urgency and defense sector opportunity. As Russia's relentless drone and missile strikes escalate, Ukraine's r…",https://freerepublic.com/focus/f-news/4327082/posts,,2025-07-06T00:30:02Z,"Skip to comments.
Patriot Missiles and Geopolitical Tensions: A Boom for Defense Firms?AInvest ^
 | 7-5-25
 | Rhys Northwood
Posted on 07/05/2025 5:30:02 PM PDT by bimboeruption
The war in Ukrai… [+6257 chars]"
"{'id': None, 'name': 'Korrespondent.net'}",1,Росія спробує напасти на Сполучені Штати - Рютте,"Зараз росіяни виробляють утричі більше боєприпасів за три місяці, ніж Північноатлантичний альянс за рік.",https://ua.korrespondent.net/world/4796253-rosiia-sprobuie-napasty-na-spolucheni-shtaty-ruitte,https://kor.ill.in.ua/m/1260x900/4333952.png,2025-07-05T21:24:00Z,"- , , . , - . , 5 ,  The New York Times   , .
, : , . , , , - "" "".
"" , , - , , . , , "", - .
, . 
"" , . , - . , , "", - .
,  ,   , . 
 Lockheed Martin Rheinmetall 
 .net Telegram WhatsApp. https… [+31 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}","Daniel Foppa (daf), Simon Marti (msi)",INTERVIEW - Bundesrat Martin Pfister zum Armee-Debakel: «Ich werde dafür geradestehen»,Der Verteidigungsminister lässt alle Top-Beschaffungsprojekte seines Departements durchleuchten. Er verspricht Transparenz und schliesst personelle Konsequenzen nicht aus.,https://www.nzz.ch/schweiz/bundesrat-martin-pfister-die-sicherheit-der-militaerflugplaetze-muss-erhoeht-werden-ld.1891756,"https://img.nzz.ch/2025/07/02/4b4df39e-f2c9-44e9-ae51-838598fa25d5.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=5861,3297,x0,y205&wmark=nzz",2025-07-05T19:45:00Z,"Kaum im Amt, muss Martin Pfister Unangenehmes verkünden: Die USA verlangen deutlich mehr Geld für den F-35.
Herr Bundesrat, wann haben Sie von den Mehrkosten beim F-35 erfahren?
Optimieren Sie Ihre… [+12376 chars]"
"{'id': None, 'name': 'Novate.ru'}",nix_u info@novate.ru,Наука и техника: Вертолёты Сикорского - от невидимок до рекордов скорости,"Когда речь заходит о вертолётах, очень часто имеются в виду машины, разработанные специалистами компании Sikorsky. Основал её выходец из Российской империи, и именно здесь сделали большой вклад в создание машины с возможностью вертикального взлёта. Вертолёты …",https://novate.ru/blogs/050725/73829/,https://novate.ru/preview/73829s3.jpg?48,2025-07-05T17:46:00Z,", , Sikorsky. , . Sikorsky , . , , .
, , 1919 , . Sikorsky Aero Engineering Corporation, , . 1939 VS-300 . Sikorsky R-4, .
. , , . Sikorsky United Technologies, Lockheed Martin, . , , Sikorsky, . ,… [+689 chars]"
"{'id': 'rt', 'name': 'RT'}",RT,BlackRock drops Ukraine fund – Bloomberg,Investors have reportedly lost interest in the massive reconstruction endowment that last year was targeting raising $15 billion Read Full Article at RT.com,https://www.rt.com/news/621038-blackrock-drops-ukraine-fund/,https://mf.b37mrtl.ru/files/2025.07/article/686945c820302719982a191e.jpg,2025-07-05T15:36:02Z,"US investment holding BlackRock stopped its search for investors to back a multi-billion dollar fund for rebuilding Ukraine earlier this year, Bloomberg has reported. Interest reportedly dropped afte… [+2220 chars]"
"{'id': None, 'name': 'Iasexamportal.com'}",trainee5,Gist of The Hindu : FEBRUARY-2025,Gist of The Hindu: FEBRUARY-2025,https://iasexamportal.com/the-gist/the-hindu-february-2025,,2025-07-05T14:32:37Z,"Gist of The Hindu: FEBRUARY-2025
The Hindu Current Affairs Week-1  (Free Available)
The Hindu Current Affairs Week-2  (Only For The Subscribed Members)
The Hindu Current Affairs Week-3  (Only For … [+23660 chars]"
"{'id': None, 'name': 'Idnes.cz'}",Jan Dvořák,Kodak zažívá marketingovou renesanci. V Asii se značka pohoupává na vlnách newtra,Jméno společnosti Kodak se stalo synonymem pro neschopnost přizpůsobit se digitální revoluci. Právě kvůli ní do té doby všemocná společnost nakonec zbankrotovala. Momentálně se však její logo i produkty vyráběné pod jejím jménem staly nepravděpodobným módním …,https://www.idnes.cz/ekonomika/zahranicni/kodak-zaziva-marketingovou-renesanci-v-asii-se-znacka-pohoupava-na-vlnach-newtra.A250701_095251_eko-zahranicni_jadv,https://1gr.cz/tempimg/fb/2025/7/JAD59630fcc80_kodakobchod.jpg,2025-07-05T13:00:00Z,Dokonce i mezi kiklavými nápisy na runé hlavní tíd Seongsu v Soulu hoicov lutá fasáda obchodu s názvem Kodak Corner Shop zcela vyniká. Nad vchodem k dvoupatrovému obchodu s obleením visí cedule se sl… [+5006 chars]
"{'id': None, 'name': 'Www.abc.es'}",(abc),Alemania comprará armas a EE.UU. para reforzar la defensa antiaérea de Ucrania,"Con el fin de reforzar la defensa aérea ucraniana, el canciller Merz se ha puesto en contacto con el presidente de Estados Unidos, Donald Trump . En una conversación telefónica que tuvo lugar en la noche del jueves al viernes, Merz intentó presionar al inquil…",https://www.abc.es/internacional/alemania-comprara-armas-eeuu-reforzar-defensa-antiaerea-20250705142225-nt.html,https://s2.abcstatics.com/abc/www/multimedia/internacional/2025/07/05/155mmalemania-kNAC--1024x512@diario_abc.jpg,2025-07-05T12:22:26Z,"Con el fin de reforzar la defensa aérea ucraniana, el canciller Merz se ha puesto en contacto con el presidente de Estados Unidos, Donald Trump. En una conversación telefónica que tuvo lugar en la no… [+4795 chars]"
"{'id': None, 'name': 'Latercera.com'}",Antonio Alburquerque,"Por qué Kodak, símbolo de la incapacidad de adoptar lo digital, está viviendo una segunda vida","En Corea del Sur, la marca estadounidense –conocida por su colapso ante a la fotografía digital– resurge como un fenómeno de moda y nostalgia juvenil.",https://www.latercera.com/tendencias/noticia/por-que-kodak-simbolo-de-la-incapacidad-de-adoptar-lo-digital-esta-viviendo-una-segunda-vida/,https://www.latercera.com/resizer/v2/5B7RHPZOFNDHBLWU43NKLOA2ME.jpg?auth=dca4999dfd0f1f6457711355e2f07b6edd2d44fdda6664f26c030267481b371c&height=630&width=1200&smart=true,2025-07-05T11:01:00Z,"Durante décadas, la empresa estadounidense Kodak fue sinónimo de fotografía y recuerdos familiares. Pero también se convirtió en el ejemplo de una gran compañía que no supo adaptarse a la revolución … [+3859 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Golden State Wealth Management LLC Has $1.16 Million Holdings in Lockheed Martin Corporation (NYSE:LMT),"Golden State Wealth Management LLC lowered its position in shares of Lockheed Martin Corporation (NYSE:LMT – Free Report) by 5.2% in the first quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund …",https://www.etfdailynews.com/2025/07/05/golden-state-wealth-management-llc-has-1-16-million-holdings-in-lockheed-martin-corporation-nyselmt/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/lockheed-martin-co-logo-1200x675.jpg&w=240&h=240&zc=2,2025-07-05T08:56:52Z,"Golden State Wealth Management LLC lowered its position in shares of Lockheed Martin Corporation (NYSE:LMT – Free Report) by 5.2% in the first quarter, according to the company in its most recent dis… [+4760 chars]"
"{'id': None, 'name': 'Digi24.ro'}",Bogdan Enache,"Miza de 1,4 trilioane de dolari a NATO: revenirea în forță a sistemelor de apărare aeriană, ignorate după finalul Războiului rece","NATO s-a angajat să-și întărească masiv apărarea aeriană, ca parte a creșterii cheltuielilor pentru apărare. Scopul este de a reconstrui o capacitate care s-a dovedit crucială în războiul din Ucraina, dar care a fost lăsată să se deterioreze în Occident de la…",https://www.digi24.ro/stiri/externe/miza-de-14-trilioane-de-dolari-a-nato-revenirea-in-forta-a-sistemelor-de-aparare-aeriana-ignorate-dupa-finalul-razboiului-rece-3313575,https://s.iw.ro/gateway/g/ZmlsZVNvdXJjZT1odHRwJTNBJTJGJTJG/c3RvcmFnZTA4dHJhbnNjb2Rlci5yY3Mt/cmRzLnJvJTJGc3RvcmFnZSUyRjIwMjUl/MkYwNyUyRjA1JTJGMjI5ODc0M18yMjk4/NzQzX3Byb2ZpbWVkaWEtMDI5MTM2MTM1/NS5qcGcmdz0xMjAwJmg9NjMwJnpjPTEm/aGFzaD1lMTE1YmMzMTU4YjQ5NjY2YmJmMGY0M2MzNzBmZDJmYQ==.thumb.jpg,2025-07-05T06:34:44Z,"NATO s-a angajat s-i întreasc masiv aprarea aerian, ca parte a creterii cheltuielilor pentru aprare. Scopul este de a reconstrui o capacitate care s-a dovedit crucial în rzboiul din Ucraina, dar care… [+7862 chars]"
"{'id': None, 'name': 'Ilgiornale.it'}",redazione@ilgiornale-web.it (Federico Giuliani),Tank K2 e lanciarazzi Homar-K: così la Nato blinda il lato est,Varsavia riceverà da Seoul un centinaio di carri armati K2 in aggiunta alla consegna di altrettanti lanciarazzi Homar-K. Così la Nato rafforza il suo confine orientale,https://www.ilgiornale.it/news/difesa/lanciarazzi-e-tank-polonia-nato-blinda-lato-est-2504565.html,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2023/07/01/1688205583-ilgiornale2-20230701115624366.jpg?_=1688205583,2025-07-05T05:00:20Z,"Nuove armi alla Polonia dalla Corea del Sud. Nelle ultime ore le due parti hanno confermato il secondo contratto di esportazione per un centinaio di carri armati K2, in aggiunta alla consegna di altr… [+2930 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",NYT News Service,"China's rare-earth origin story, explained","China's focus on rare-earth metals began under Mao, but Deng Xiaoping prioritized improving steel quality by utilizing these resources. Fang Yi, a top technocrat, spearheaded efforts to extract rare earths from Baotou's iron ore deposits. China developed cost…",https://economictimes.indiatimes.com/news/international/world-news/chinas-rare-earth-origin-story-explained/articleshow/122261298.cms,"https://img.etimg.com/thumb/msid-122261444,width-1200,height-630,imgsize-248830,overlay-economictimes/articleshow.jpg",2025-07-05T04:24:35Z,"Rare-earth metals were an afterthought for most world leaders until China temporarily suspended most exports of them a couple months ago.But for almost a half-century, they have received attention fr… [+4466 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}","Selina Berner (sia), Samuel Tanner (sta.)",Das verhängnisvolle Versprechen: Welche Rolle spielten Viola Amherd und andere Verantwortliche beim F-35-Fixpreis-Fiasko?,Rekonstruktion einer Kampfjet-Beschaffung.,https://www.nzz.ch/schweiz/verhaengnisvolle-versprechen-welche-rolle-spielten-viola-amherd-und-andere-verantwortliche-beim-f-35-fixpreis-fiasko-ld.1892008,"https://img.nzz.ch/2025/07/04/422427b6-fe5e-462c-9be1-a422b0b30d4c.jpeg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=3967,2231,x0,y191&wmark=nzz",2025-07-05T03:30:00Z,"«Ich will einfach nicht das Stimmvolk anlügen»: Bundesrätin Viola Amherd mit dem Armeechef Thomas Süssli, dem F-35-Projektleiter Darko Savic und dem Rüstungschef Martin Sonderegger (von links) am 20.… [+11415 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Aparajita Dutta,Rocket Lab Stock Soars Higher as Neutron's Maiden Flight Nears,RKLB climbs 104% in 3 months as momentum builds for Neutron's debut and its push into medium-lift space launches.,https://finance.yahoo.com/news/rocket-lab-stock-soars-higher-151700963.html,https://media.zenfs.com/en/zacks.com/899f4a67c16739337bd5e2385d087b15,2025-07-04T15:17:00Z,Rocket Lab Corp. RKLB is currently on the cusp of a transformative milestone with its highly anticipated Neutron rocket approaching its maiden flight in the second half of 2025. To expand beyond its … [+2622 chars]
"{'id': 'cnn', 'name': 'CNN'}",Ivana Kottasová,Russia welcomes Trump’s cut to Ukraine’s military aid but it could be deadly for Kyiv | CNN,"The reactions to the Trump administration’s decision to pause some weapons shipments to Ukraine couldn’t be more illustrative of the conflict: welcomed by the Kremlin, branded “inhumane” by Kyiv.",https://www.cnn.com/2025/07/04/europe/russia-ukraine-military-us-aid-cuts-intl-cmd,"https://media.cnn.com/api/v1/images/stellar/prod/2025-07-04t025625z-517685227-rc2effaccf2l-rtrmadp-3-ukraine-crisis-attack-kyiv-20250704141324607.JPG?c=16x9&q=w_800,c_fill",2025-07-04T14:51:14Z,"The reactions to the Trump administrations decision to pause some weapons shipments to Ukraine couldnt be more illustrative of the conflict: welcomed by the Kremlin, branded inhumane by Kyiv.
The Pe… [+9520 chars]"
"{'id': None, 'name': 'Lalibre.be'}",Antonin Marsac,"B-2 Spirit, l'ombre tueuse: ""C’est un énorme avantage pour les Américains""","Éco$tory | Derrière les frappes en Iran du 21 juin dernier se cache l'avion le plus cher de l'histoire militaire, le Northtrop B-2 Spirit. Plus de 2 milliards de dollars l'unité. Dont un exemplaire s'est crashé il y a quelques années. ...",https://www.lalibre.be/economie/entreprises-startup/2025/07/04/b-2-spirit-lombre-tueuse-cest-un-enorme-avantage-pour-les-americains-K2SC4EGYIBGRFB3JXPQ4JRP2N4/,https://www.lalibre.be/resizer/v2/WKPAIV6STFHRTEQ5F5TK2UQU6Q.jpg?auth=59ab81cd9344da8473b9b7c6c6f0a9a38f60571669c4d871b9ff20d61903b74e&width=1200&height=630&quality=85&focal=2533%2C1688&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FN2W5JL3V7JEUTOYYZCW5FAG7M4.png%3A100%3A0%2C557,2025-07-04T13:20:46Z,"En quelques minutes, les B-2 larguent des bombes GBU-57A/B bunker-busters de plus de 13 tonnes chacune, qui pénètrent le sol avant d'exploser et infligent des dégâts probablement considérables, bien … [+7588 chars]"
"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,"U.S. Awards Lockheed Martin a Record $68.5B, Larger Than the Next Two Contractors Combined","With the largest defense budget in the world, the United States spares no expense to make sure it has the largest military apparatus the world has ever known. This also means that the US relies on defense contracts from around the nation to supply it with int…",https://biztoc.com/x/41e42af18ebcf004,https://biztoc.com/cdn/950/og.png,2025-07-04T13:13:30Z,"With the largest defense budget in the world, the United States spares no expense to make sure it has the largest military apparatus the world has ever known. This also means that the US relies on de… [+146 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Zacks Equity Research,RTX's Raytheon Unit Set to See Sales Boost With Major Defense Contracts,"Raytheon's big defense wins, including a $1.1B AIM-9X deal, fuel RTX's sales growth amid global contract momentum.",https://finance.yahoo.com/news/rtxs-raytheon-unit-set-see-130200833.html,https://media.zenfs.com/en/zacks.com/48b4bb7ff6905afc5bf2990765943a80,2025-07-04T13:02:00Z,"RTX Corporation (RTX), a prominent defense contractor, plays a key role in a wide array of defense operations, with its Raytheon business segment offering a variety of weapons, including air, sea and… [+2319 chars]"
"{'id': None, 'name': 'Lavozdegalicia.es'}",Beatriz Couce,Indra actualizará componentes del radar de la fragata española F-105 por 476.000 euros,La compañía dispondrá de tres meses y medio de plazo para el desarrollo de los trabajos,https://www.lavozdegalicia.es/noticia/economia/2025/07/04/indra-actualizara-componentes-radar-fragata-espanola-f-105-476000-euros/00031751633734032143484.htm,https://img.lavdg.com/sc/b-Gefh5RJbgsZ7HFtTJD-QgG2iE=/1280x/2025/07/04/00121751632682263268478/Foto/F31M1013.jpg,2025-07-04T12:59:00Z,"El Ministerio de Defensa, a través de la Intendencia de Ferrol, ha adjudicado a Indra Sistemas un contrato, valorado en 476.000 euros, para la actualización de componentes del radar de la fragata F-1… [+754 chars]"
"{'id': None, 'name': 'Peru21.pe'}",Redacción PERÚ21,Estas son las cortitas de hoy viernes 4 de julio de 2025,"Entérate de todos los detalles políticos y del acontecer nacional en este breve, pero contundente resumen.",https://peru21.pe/politica/estas-son-las-cortitas-de-hoy-viernes-4-de-julio-de-2025/,http://peru21.pe/sites/default/efsfiles/styles/amp_1200x675_16_9/public/2025-06/cesar-sandoval.jpg?itok=Mky20HzU,2025-07-04T12:00:00Z,"CÉSAR SANDOVAL - I
Llanero solitario
En medio de la polémica desatada por el incremento de sueldo de la presidenta Dina Boluartenada menos que en un 122.3%, el ministro de Transportes y Comunicacio… [+2689 chars]"
